Transfers of major conventional arms from All countries  to All countries . Deals with deliveries made for the year range '1950' to '1991' 
A '?' in a column indicates uncertain data. The 'Number delivered' and the 'Year(s) of deliveries' refer only to deliveries in the selected year(s).
An empty field for 'Number ordered' indicates that data is not yet available.
SIPRI trend-indicator values (TIVs) are in millions.
An empty field for 'SIPRI TIV for total order' indicates that data (on the number ordered and/or the TIV per unit) is not available.
A '0' for 'SIPRI TIV of delivered weapons' indicates that the volume of deliveries is between 0 and 0.5 million SIPRI TIV; and an empty field indicates that no deliveries have been identified.
Figures may not add up to stated totals due to the conventions of rounding.
For the method used for the SIPRI TIV and explanations of the conventions; abbreviations and acronyms see <https://www.sipri.org/databases/armstransfers/sources-and-methods>.

Source: SIPRI Arms Transfers Database (c) SIPRI.
Data generated: 24 Dec 2025 8:08:58 AM
SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
29612,Soviet Union,Syria,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1968,Yes,150,Yes,1970,Yes,New,0.15,0.15,22.5,No
29612,Soviet Union,Syria,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1968,Yes,150,Yes,1971,Yes,New,0.15,0.15,22.5,No
29612,Soviet Union,Syria,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1968,Yes,150,Yes,1972,Yes,New,0.15,0.15,22.5,No
29612,Soviet Union,Syria,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1968,Yes,150,Yes,1973,Yes,New,0.15,0.15,22.5,No
29612,Soviet Union,Syria,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1968,Yes,150,Yes,1974,Yes,New,0.15,0.15,22.5,No
29612,Soviet Union,Syria,BRDM-2,armoured reconnaissance vehicle,Armoured vehicles,1968,Yes,150,Yes,1975,Yes,New,0.15,0.15,22.5,No
66783,France,Syria,Hummel,self-propelled gun,Artillery,1950,No,5,No,1950,No,Second hand,0.75,0.3,1.5,No
66782,France,Syria,Jagdpanzer-IV,tank destroyer,Armoured vehicles,1950,No,6,No,1950,No,Second hand,0.7,0.28,1.68,No
32987,Soviet Union,Syria,BTR-40,armoured personnel carrier,Armoured vehicles,1955,Yes,100,Yes,1955,Yes,New,0.12,0.12,12,No
33053,Soviet Union,Syria,2P16 Luna,surface-to-surface missile launcher,Artillery,1967,Yes,6,Yes,1969,Yes,New,0.4,0.4,2.4,No
33053,Soviet Union,Syria,2P16 Luna,surface-to-surface missile launcher,Artillery,1967,Yes,6,Yes,1970,Yes,New,0.4,0.4,2.4,No
35313,Soviet Union,Syria,M-1943 160mm,mortar,Artillery,1960,Yes,25,Yes,1960,Yes,Second hand,0.35,0.14,3.5,No
37618,Soviet Union,Syria,AI-25 (2000),turbofan,Engines,1979,Yes,41,No,1980,No,New,0.6,0.6,24.6,No
37618,Soviet Union,Syria,AI-25 (2000),turbofan,Engines,1979,Yes,6,No,1981,No,New,0.6,0.6,3.6,No
37618,Soviet Union,Syria,AI-25 (2000),turbofan,Engines,1979,Yes,8,No,1982,No,New,0.6,0.6,4.8,No
37618,Soviet Union,Syria,AI-25 (2000),turbofan,Engines,1979,Yes,16,No,1983,No,New,0.6,0.6,9.6,No
37618,Soviet Union,Syria,AI-25 (2000),turbofan,Engines,1979,Yes,20,No,1984,No,New,0.6,0.6,12,No
37618,Soviet Union,Syria,AI-25 (2000),turbofan,Engines,1979,Yes,7,No,1985,No,New,0.6,0.6,4.2,No
37618,Soviet Union,Syria,AI-25 (2000),turbofan,Engines,1979,Yes,1,No,1986,No,New,0.6,0.6,0.6,No
37917,Soviet Union,Syria,vehicle engine 601-800,vehicle engine,Engines,1991,No,113,Yes,1991,No,New,0.11,0.11,12.43,No
8839,Czechoslovakia,Syria,PzKpfw-4,tank,Armoured vehicles,1954,Yes,45,No,1955,No,Second hand,0.84,0.34,15.12,No
66778,Spain,Syria,PzKpfw-4,tank,Armoured vehicles,1965,No,17,No,1965,No,Second hand,0.84,0.34,5.71,No
66779,France,Syria,PzKpfw-4,tank,Armoured vehicles,1950,No,5,Yes,1950,No,Second hand,0.84,0.34,1.68,No
66780,Romania,Syria,StuG-3G,tank destroyer,Armoured vehicles,1955,Yes,1,No,1955,No,Second hand,0.7,0.28,0.28,No
66781,Spain,Syria,StuG-3G,tank destroyer,Armoured vehicles,1965,No,6,No,1965,No,Second hand,0.7,0.28,1.68,No
6621,Soviet Union,Syria,V-750,SAM,Missiles,1967,Yes,200,Yes,1968,Yes,New,0.12,0.12,24,No
6621,Soviet Union,Syria,V-750,SAM,Missiles,1967,Yes,200,Yes,1967,Yes,New,0.12,0.12,24,No
6621,Soviet Union,Syria,V-750,SAM,Missiles,1967,Yes,200,Yes,1969,Yes,New,0.12,0.12,24,No
6621,Soviet Union,Syria,V-750,SAM,Missiles,1967,Yes,200,Yes,1970,Yes,New,0.12,0.12,24,No
6621,Soviet Union,Syria,V-750,SAM,Missiles,1967,Yes,200,Yes,1971,Yes,New,0.12,0.12,24,No
23553,Soviet Union,Syria,MiG-25PD,fighter aircraft,Aircraft,1983,Yes,8,Yes,1984,No,New,32.5,32.5,260,No
23553,Soviet Union,Syria,MiG-25PD,fighter aircraft,Aircraft,1983,Yes,7,Yes,1985,No,New,32.5,32.5,227.5,No
4769,Soviet Union,Syria,R-40,long-range air-to-air missile,Missiles,1979,Yes,25,Yes,1980,Yes,New,0.15,0.15,3.75,No
4769,Soviet Union,Syria,R-40,long-range air-to-air missile,Missiles,1979,Yes,50,Yes,1981,Yes,New,0.15,0.15,7.5,No
4769,Soviet Union,Syria,R-40,long-range air-to-air missile,Missiles,1979,Yes,50,Yes,1982,Yes,New,0.15,0.15,7.5,No
4769,Soviet Union,Syria,R-40,long-range air-to-air missile,Missiles,1979,Yes,50,Yes,1983,Yes,New,0.15,0.15,7.5,No
4769,Soviet Union,Syria,R-40,long-range air-to-air missile,Missiles,1979,Yes,50,Yes,1984,Yes,New,0.15,0.15,7.5,No
4769,Soviet Union,Syria,R-40,long-range air-to-air missile,Missiles,1979,Yes,25,Yes,1985,Yes,New,0.15,0.15,3.75,No
624,France,Syria,HOT,anti-tank missile,Missiles,1977,No,200,Yes,1977,No,New,0.02,0.02,4,No
624,France,Syria,HOT,anti-tank missile,Missiles,1977,No,200,Yes,1978,No,New,0.02,0.02,4,No
624,France,Syria,HOT,anti-tank missile,Missiles,1977,No,200,Yes,1979,No,New,0.02,0.02,4,No
624,France,Syria,HOT,anti-tank missile,Missiles,1977,No,200,Yes,1980,No,New,0.02,0.02,4,No
624,France,Syria,HOT,anti-tank missile,Missiles,1977,No,200,Yes,1981,No,New,0.02,0.02,4,No
1359,Soviet Union,Syria,Kvadrat SAMS,SAM system,Air-defence systems,1978,No,8,Yes,1979,Yes,New,17.5,17.5,140,No
1359,Soviet Union,Syria,Kvadrat SAMS,SAM system,Air-defence systems,1978,No,8,Yes,1980,Yes,New,17.5,17.5,140,No
1359,Soviet Union,Syria,Kvadrat SAMS,SAM system,Air-defence systems,1978,No,7,Yes,1981,Yes,New,17.5,17.5,122.5,No
1359,Soviet Union,Syria,Kvadrat SAMS,SAM system,Air-defence systems,1978,No,7,Yes,1978,No,New,17.5,17.5,122.5,No
15699,Soviet Union,Syria,Tu-143,UAV,Aircraft,1980,Yes,1,Yes,1981,Yes,New,1.5,1.5,1.5,No
15699,Soviet Union,Syria,Tu-143,UAV,Aircraft,1980,Yes,2,Yes,1982,Yes,New,1.5,1.5,3,No
15699,Soviet Union,Syria,Tu-143,UAV,Aircraft,1980,Yes,2,Yes,1983,Yes,New,1.5,1.5,3,No
36908,Czechoslovakia,Syria,MiG-21F,fighter aircraft,Aircraft,1973,No,8,No,1973,No,Second hand,9,3.6,28.8,No
1744,Soviet Union,Syria,MiG-25P,fighter aircraft,Aircraft,1979,Yes,10,Yes,1979,Yes,New,30,30,300,No
1744,Soviet Union,Syria,MiG-25P,fighter aircraft,Aircraft,1979,Yes,10,Yes,1980,No,New,30,30,300,No
3573,Soviet Union,Syria,MiG-25RB,reconnaissance aircraft,Aircraft,1981,No,4,Yes,1982,Yes,New,30,30,120,No
3573,Soviet Union,Syria,MiG-25RB,reconnaissance aircraft,Aircraft,1981,No,4,Yes,1983,Yes,New,30,30,120,No
15655,Soviet Union,Syria,S-23 180mm,towed gun,Artillery,1973,Yes,25,Yes,1974,No,Second hand,0.9,0.36,9,No
57241,Soviet Union,Syria,P-14,air-search radar,Sensors,1965,Yes,4,Yes,1966,Yes,New,7,7,28,No
57241,Soviet Union,Syria,P-14,air-search radar,Sensors,1965,Yes,4,Yes,1967,Yes,New,7,7,28,No
57241,Soviet Union,Syria,P-14,air-search radar,Sensors,1965,Yes,4,Yes,1968,Yes,New,7,7,28,No
57241,Soviet Union,Syria,P-14,air-search radar,Sensors,1965,Yes,4,Yes,1969,Yes,New,7,7,28,No
57241,Soviet Union,Syria,P-14,air-search radar,Sensors,1965,Yes,4,Yes,1970,Yes,New,7,7,28,No
15677,Soviet Union,Syria,S-125 Pechora,SAM system,Air-defence systems,1972,Yes,10,Yes,1974,Yes,New,17.5,17.5,175,No
15677,Soviet Union,Syria,S-125 Pechora,SAM system,Air-defence systems,1972,Yes,10,Yes,1973,No,New,17.5,17.5,175,No
15677,Soviet Union,Syria,S-125 Pechora,SAM system,Air-defence systems,1972,Yes,5,Yes,1972,No,New,17.5,17.5,87.5,No
15677,Soviet Union,Syria,S-125 Pechora,SAM system,Air-defence systems,1972,Yes,5,Yes,1975,Yes,New,17.5,17.5,87.5,No
15678,Soviet Union,Syria,S-75 Dvina,SAM system,Air-defence systems,1967,Yes,10,Yes,1968,Yes,New,17.87,17.87,178.7,No
15678,Soviet Union,Syria,S-75 Dvina,SAM system,Air-defence systems,1967,Yes,5,Yes,1967,Yes,New,17.87,17.87,89.35,No
15678,Soviet Union,Syria,S-75 Dvina,SAM system,Air-defence systems,1967,Yes,10,Yes,1969,Yes,New,17.87,17.87,178.7,No
15678,Soviet Union,Syria,S-75 Dvina,SAM system,Air-defence systems,1967,Yes,10,Yes,1970,Yes,New,17.87,17.87,178.7,No
15678,Soviet Union,Syria,S-75 Dvina,SAM system,Air-defence systems,1967,Yes,5,Yes,1971,Yes,New,17.87,17.87,89.35,No
57240,Soviet Union,Syria,P-35 Saturn,air-search radar,Sensors,1969,Yes,5,Yes,1970,Yes,New,5,5,25,No
57240,Soviet Union,Syria,P-35 Saturn,air-search radar,Sensors,1969,Yes,5,Yes,1971,Yes,New,5,5,25,No
57240,Soviet Union,Syria,P-35 Saturn,air-search radar,Sensors,1969,Yes,5,Yes,1972,Yes,New,5,5,25,No
57240,Soviet Union,Syria,P-35 Saturn,air-search radar,Sensors,1969,Yes,5,Yes,1973,Yes,New,5,5,25,No
29203,Soviet Union,Syria,R-23,short-range air-to-air missile,Missiles,1982,Yes,100,Yes,1983,Yes,New,0.12,0.12,12,No
29203,Soviet Union,Syria,R-23,short-range air-to-air missile,Missiles,1982,Yes,100,Yes,1984,Yes,New,0.12,0.12,12,No
29203,Soviet Union,Syria,R-23,short-range air-to-air missile,Missiles,1982,Yes,100,Yes,1985,Yes,New,0.12,0.12,12,No
29203,Soviet Union,Syria,R-23,short-range air-to-air missile,Missiles,1982,Yes,100,Yes,1982,Yes,New,0.12,0.12,12,No
54760,Soviet Union,Syria,P-12,air-search radar,Sensors,1960,Yes,5,Yes,1970,Yes,New,4.5,4.5,22.5,No
54760,Soviet Union,Syria,P-12,air-search radar,Sensors,1960,Yes,5,Yes,1971,Yes,New,4.5,4.5,22.5,No
54760,Soviet Union,Syria,P-12,air-search radar,Sensors,1960,Yes,5,Yes,1972,Yes,New,4.5,4.5,22.5,No
54760,Soviet Union,Syria,P-12,air-search radar,Sensors,1960,Yes,5,Yes,1963,Yes,New,4.5,4.5,22.5,No
54760,Soviet Union,Syria,P-12,air-search radar,Sensors,1960,Yes,5,Yes,1967,Yes,New,4.5,4.5,22.5,No
54760,Soviet Union,Syria,P-12,air-search radar,Sensors,1960,Yes,5,Yes,1964,Yes,New,4.5,4.5,22.5,No
54760,Soviet Union,Syria,P-12,air-search radar,Sensors,1960,Yes,5,Yes,1965,Yes,New,4.5,4.5,22.5,No
54760,Soviet Union,Syria,P-12,air-search radar,Sensors,1960,Yes,5,Yes,1966,Yes,New,4.5,4.5,22.5,No
54760,Soviet Union,Syria,P-12,air-search radar,Sensors,1960,Yes,5,Yes,1968,Yes,New,4.5,4.5,22.5,No
54760,Soviet Union,Syria,P-12,air-search radar,Sensors,1960,Yes,5,Yes,1969,Yes,New,4.5,4.5,22.5,No
6625,Soviet Union,Syria,MiG-23MS,fighter aircraft,Aircraft,1973,Yes,22,Yes,1975,Yes,New,13,13,286,No
6625,Soviet Union,Syria,MiG-23MS,fighter aircraft,Aircraft,1973,Yes,30,Yes,1974,No,New,13,13,390,No
6660,United States,Taiwan,Canberra RB-57,reconnaissance aircraft,Aircraft,1958,No,3,No,1958,No,Second hand,9,3.6,10.8,No
54635,United States,Taiwan,RB-69A,reconnaissance aircraft,Aircraft,1964,Yes,1,No,1964,Yes,New,15,15,15,No
16885,United States,Taiwan,S-70A Black Hawk,transport helicopter,Aircraft,1984,No,11,No,1985,No,New,6.5,6.5,71.5,No
16885,United States,Taiwan,S-70A Black Hawk,transport helicopter,Aircraft,1984,No,3,No,1986,No,New,6.5,6.5,19.5,No
8845,United States,Taiwan,M-113,armoured personnel carrier,Armoured vehicles,1967,Yes,73,No,1968,No,New,0.25,0.25,18.25,No
8845,United States,Taiwan,M-113,armoured personnel carrier,Armoured vehicles,1967,Yes,73,No,1969,No,New,0.25,0.25,18.25,No
6661,United States,Taiwan,Canberra RB-57,reconnaissance aircraft,Aircraft,1957,Yes,1,No,1957,Yes,Second hand,9,3.6,3.6,No
15429,Japan,Taiwan,F-104J Starfighter,fighter aircraft,Aircraft,1985,Yes,17,Yes,1986,Yes,Second hand,10.5,4.2,71.4,No
63388,United States,Taiwan,F-5E Tiger-2,FGA aircraft,Aircraft,1979,No,15,Yes,1983,No,New,10.5,10.5,157.5,Yes
63388,United States,Taiwan,F-5E Tiger-2,FGA aircraft,Aircraft,1979,No,20,Yes,1982,No,New,10.5,10.5,210,Yes
63388,United States,Taiwan,F-5E Tiger-2,FGA aircraft,Aircraft,1979,No,30,Yes,1981,No,New,10.5,10.5,315,Yes
63388,United States,Taiwan,F-5E Tiger-2,FGA aircraft,Aircraft,1979,No,32,Yes,1980,No,New,10.5,10.5,336,Yes
63388,United States,Taiwan,F-5E Tiger-2,FGA aircraft,Aircraft,1979,No,31,Yes,1979,No,New,10.5,10.5,325.5,Yes
23067,Japan,Taiwan,F-104J Starfighter,fighter aircraft,Aircraft,1985,No,5,Yes,1986,No,Second hand,10.5,4.2,21,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,10,Yes,1986,Yes,New,0.6,0.6,6,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,10,Yes,1975,Yes,New,0.6,0.6,6,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,10,Yes,1974,Yes,New,0.6,0.6,6,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,12,Yes,1979,Yes,New,0.6,0.6,7.2,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,12,Yes,1980,Yes,New,0.6,0.6,7.2,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,12,Yes,1981,Yes,New,0.6,0.6,7.2,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,12,Yes,1982,Yes,New,0.6,0.6,7.2,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,12,Yes,1983,Yes,New,0.6,0.6,7.2,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,12,Yes,1977,Yes,New,0.6,0.6,7.2,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,12,Yes,1978,Yes,New,0.6,0.6,7.2,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,12,Yes,1976,Yes,New,0.6,0.6,7.2,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,12,Yes,1984,Yes,New,0.6,0.6,7.2,No
63820,United States,Taiwan,J-85 (1250),turbojet,Engines,1973,Yes,12,Yes,1985,Yes,New,0.6,0.6,7.2,No
6671,United States,Taiwan,C-123B,transport aircraft,Aircraft,1972,Yes,4,No,1972,No,Second hand,5.25,2.1,8.4,No
16580,United States,Taiwan,C-123K,transport aircraft,Aircraft,1970,Yes,6,Yes,1970,Yes,Second hand,6,2.4,14.4,No
16580,United States,Taiwan,C-123K,transport aircraft,Aircraft,1970,Yes,5,Yes,1971,Yes,Second hand,6,2.4,12,No
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1986,No,New,0.4,0.4,16,Yes
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1985,No,New,0.4,0.4,16,Yes
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1984,No,New,0.4,0.4,16,Yes
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1987,No,New,0.4,0.4,16,Yes
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1982,No,New,0.4,0.4,16,Yes
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1981,No,New,0.4,0.4,16,Yes
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1983,No,New,0.4,0.4,16,Yes
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1980,No,New,0.4,0.4,16,Yes
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1988,No,New,0.4,0.4,16,Yes
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1989,No,New,0.4,0.4,16,Yes
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1990,No,New,0.4,0.4,16,Yes
626,Israel,Taiwan,Gabriel-2,anti-ship missile,Missiles,1977,Yes,40,Yes,1991,No,New,0.4,0.4,16,Yes
16562,United States,Taiwan,GUPPY-2,submarine,Ships,1972,Yes,2,No,1973,No,Second hand,46.5,18.6,37.2,No
17546,United States,Taiwan,M-109A1 155mm,self-propelled gun,Artillery,1978,No,33,Yes,1980,Yes,New,1.1,1.1,36.3,No
17546,United States,Taiwan,M-109A1 155mm,self-propelled gun,Artillery,1978,No,34,Yes,1981,Yes,New,1.1,1.1,37.4,No
17546,United States,Taiwan,M-109A1 155mm,self-propelled gun,Artillery,1978,No,33,Yes,1982,Yes,New,1.1,1.1,36.3,No
2664,United States,Taiwan,AIM-9J,short-range air-to-air missile,Missiles,1973,No,200,Yes,1981,No,New,0.09,0.09,18,No
2664,United States,Taiwan,AIM-9J,short-range air-to-air missile,Missiles,1973,No,200,Yes,1978,No,New,0.09,0.09,18,No
2664,United States,Taiwan,AIM-9J,short-range air-to-air missile,Missiles,1973,No,200,Yes,1979,No,New,0.09,0.09,18,No
2664,United States,Taiwan,AIM-9J,short-range air-to-air missile,Missiles,1973,No,200,Yes,1974,No,New,0.09,0.09,18,No
2664,United States,Taiwan,AIM-9J,short-range air-to-air missile,Missiles,1973,No,200,Yes,1975,No,New,0.09,0.09,18,No
2664,United States,Taiwan,AIM-9J,short-range air-to-air missile,Missiles,1973,No,200,Yes,1982,No,New,0.09,0.09,18,No
2664,United States,Taiwan,AIM-9J,short-range air-to-air missile,Missiles,1973,No,200,Yes,1983,No,New,0.09,0.09,18,No
2664,United States,Taiwan,AIM-9J,short-range air-to-air missile,Missiles,1973,No,200,Yes,1980,No,New,0.09,0.09,18,No
2664,United States,Taiwan,AIM-9J,short-range air-to-air missile,Missiles,1973,No,200,Yes,1976,No,New,0.09,0.09,18,No
2664,United States,Taiwan,AIM-9J,short-range air-to-air missile,Missiles,1973,No,200,Yes,1977,No,New,0.09,0.09,18,No
2609,United States,Taiwan,MIM-23B,SAM,Missiles,1977,No,3,Yes,1977,No,New,0.17,0.17,0.51,No
2609,United States,Taiwan,MIM-23B,SAM,Missiles,1977,No,72,Yes,1978,No,New,0.17,0.17,12.24,No
2609,United States,Taiwan,MIM-23B,SAM,Missiles,1977,No,110,Yes,1979,No,New,0.17,0.17,18.7,No
2609,United States,Taiwan,MIM-23B,SAM,Missiles,1977,No,126,Yes,1980,No,New,0.17,0.17,21.42,No
2609,United States,Taiwan,MIM-23B,SAM,Missiles,1977,No,12,Yes,1981,No,New,0.17,0.17,2.04,No
625,United States,Taiwan,F-5E Tiger-2,FGA aircraft,Aircraft,1973,No,5,Yes,1974,No,New,10.5,10.5,52.5,Yes
625,United States,Taiwan,F-5E Tiger-2,FGA aircraft,Aircraft,1973,No,20,Yes,1975,No,New,10.5,10.5,210,Yes
625,United States,Taiwan,F-5E Tiger-2,FGA aircraft,Aircraft,1973,No,30,Yes,1976,No,New,10.5,10.5,315,Yes
625,United States,Taiwan,F-5E Tiger-2,FGA aircraft,Aircraft,1973,No,32,Yes,1977,No,New,10.5,10.5,336,Yes
625,United States,Taiwan,F-5E Tiger-2,FGA aircraft,Aircraft,1973,No,13,Yes,1978,No,New,10.5,10.5,136.5,Yes
6665,Japan,Taiwan,Bell-47,light helicopter,Aircraft,1957,Yes,1,No,1958,No,New,0.24,0.24,0.24,No
6665,Japan,Taiwan,Bell-47,light helicopter,Aircraft,1957,Yes,1,No,1959,No,New,0.24,0.24,0.24,No
6674,United States,Taiwan,F-5A Freedom Fighter,FGA aircraft,Aircraft,1963,Yes,13,No,1965,No,New,8,8,104,No
6674,United States,Taiwan,F-5A Freedom Fighter,FGA aircraft,Aircraft,1963,Yes,14,No,1966,No,New,8,8,112,No
6674,United States,Taiwan,F-5A Freedom Fighter,FGA aircraft,Aircraft,1963,Yes,37,No,1967,No,New,8,8,296,No
6674,United States,Taiwan,F-5A Freedom Fighter,FGA aircraft,Aircraft,1963,Yes,14,No,1968,No,New,8,8,112,No
6674,United States,Taiwan,F-5A Freedom Fighter,FGA aircraft,Aircraft,1963,Yes,8,No,1969,No,New,8,8,64,No
17536,United States,Taiwan,M-48H Brave Tiger,tank,Armoured vehicles,1984,No,10,Yes,1985,No,New,2.1,2.1,21,Yes
17536,United States,Taiwan,M-48H Brave Tiger,tank,Armoured vehicles,1984,No,10,Yes,1986,No,New,2.1,2.1,21,Yes
17536,United States,Taiwan,M-48H Brave Tiger,tank,Armoured vehicles,1984,No,20,Yes,1987,No,New,2.1,2.1,42,Yes
17536,United States,Taiwan,M-48H Brave Tiger,tank,Armoured vehicles,1984,No,30,Yes,1988,No,New,2.1,2.1,63,Yes
17536,United States,Taiwan,M-48H Brave Tiger,tank,Armoured vehicles,1984,No,50,Yes,1989,No,New,2.1,2.1,105,Yes
17536,United States,Taiwan,M-48H Brave Tiger,tank,Armoured vehicles,1984,No,70,Yes,1990,No,New,2.1,2.1,147,Yes
17536,United States,Taiwan,M-48H Brave Tiger,tank,Armoured vehicles,1984,No,70,Yes,1991,No,New,2.1,2.1,147,Yes
6694,United States,Taiwan,M-48,tank,Armoured vehicles,1955,Yes,152,Yes,1958,Yes,Second hand,1.23,0.49,74.78,No
6694,United States,Taiwan,M-48,tank,Armoured vehicles,1955,Yes,152,Yes,1959,Yes,Second hand,1.23,0.49,74.78,No
1306,United States,Taiwan,M-48,tank,Armoured vehicles,1978,No,50,No,1978,No,Second hand,1.23,0.49,24.6,No
1306,United States,Taiwan,M-48,tank,Armoured vehicles,1978,No,50,Yes,1979,Yes,Second hand,1.23,0.49,24.6,No
8417,United States,Taiwan,F-84 Thunderjet,FGA aircraft,Aircraft,1951,No,70,No,1953,No,New,3.2,3.2,224,No
8417,United States,Taiwan,F-84 Thunderjet,FGA aircraft,Aircraft,1951,No,30,Yes,1951,No,New,3.2,3.2,96,No
8417,United States,Taiwan,F-84 Thunderjet,FGA aircraft,Aircraft,1951,No,70,Yes,1952,No,New,3.2,3.2,224,No
6670,United States,Taiwan,OH-6,light helicopter,Aircraft,1977,Yes,6,Yes,1978,No,New,0.7,0.7,4.2,No
16581,United States,Taiwan,DC-4,transport aircraft,Aircraft,1972,Yes,1,Yes,1972,Yes,Second hand,6.25,2.5,2.5,No
16581,United States,Taiwan,DC-4,transport aircraft,Aircraft,1972,Yes,1,Yes,1973,Yes,Second hand,6.25,2.5,2.5,No
16581,United States,Taiwan,DC-4,transport aircraft,Aircraft,1972,Yes,3,Yes,1974,No,Second hand,6.25,2.5,7.5,No
24418,Singapore,Taiwan,RBS-70,portable SAM,Missiles,1982,No,20,Yes,1984,Yes,New,0.08,0.08,1.6,No
16573,United States,Taiwan,FS-135,cargo ship,Ships,1971,Yes,1,No,1971,No,Second hand,7.5,3,3,No
22790,United States,Taiwan,Sotoyomo,tug,Ships,1972,No,1,No,1972,No,Second hand,17,6.8,6.8,No
22791,United States,Taiwan,Sotoyomo,tug,Ships,1971,No,1,No,1971,No,Second hand,17,6.8,6.8,No
22794,United States,Taiwan,Navajo ATF,tug,Ships,1965,No,1,No,1966,No,Second hand,30,12,12,No
6218,United States,Taiwan,Lawrence,frigate/landing ship,Ships,1967,No,1,No,1967,No,Second hand,33,13.2,13.2,No
36895,United States,Taiwan,I-HAWK SAMS,SAM system,Air-defence systems,1976,No,2,Yes,1977,Yes,New,35,35,70,No
36895,United States,Taiwan,I-HAWK SAMS,SAM system,Air-defence systems,1976,No,2,Yes,1978,No,New,35,35,70,No
26828,United States,Taiwan,TPS-43,air-search radar,Sensors,1977,No,4,Yes,1978,Yes,New,9,9,36,No
8398,United States,Taiwan,F-100A Super Sabre,fighter aircraft,Aircraft,1970,Yes,34,Yes,1970,No,Second hand,5,2,68,No
8400,United States,Taiwan,S-62,helicopter,Aircraft,1966,Yes,2,No,1967,No,New,1.5,1.5,3,No
8405,United States,Taiwan,F-5A Freedom Fighter,FGA aircraft,Aircraft,1968,Yes,9,No,1969,No,New,8,8,72,No
8405,United States,Taiwan,F-5A Freedom Fighter,FGA aircraft,Aircraft,1968,Yes,10,Yes,1970,No,New,8,8,80,No
8405,United States,Taiwan,F-5A Freedom Fighter,FGA aircraft,Aircraft,1968,Yes,10,Yes,1971,No,New,8,8,80,No
8406,United States,Taiwan,OH-6,light helicopter,Aircraft,1968,Yes,3,No,1969,No,New,0.7,0.7,2.1,No
8406,United States,Taiwan,OH-6,light helicopter,Aircraft,1968,Yes,7,No,1970,No,New,0.7,0.7,4.9,No
27657,United States,Taiwan,M-992 FAASV,armoured supply vehicle,Armoured vehicles,1989,Yes,6,Yes,1990,Yes,New,0.45,0.45,2.7,No
6679,United States,Taiwan,DC-6,transport aircraft,Aircraft,1961,Yes,1,No,1962,No,Second hand,8.5,3.4,3.4,No
19793,United States,Taiwan,Beech-1900,light transport aircraft,Aircraft,1987,No,5,No,1988,No,New,3.8,3.8,19,No
19793,United States,Taiwan,Beech-1900,light transport aircraft,Aircraft,1987,No,5,No,1989,No,New,3.8,3.8,19,No
19793,United States,Taiwan,Beech-1900,light transport aircraft,Aircraft,1987,No,2,No,1990,No,New,3.8,3.8,7.6,No
3749,United States,Taiwan,F-5E Tiger-2,FGA aircraft,Aircraft,1982,No,12,Yes,1983,No,New,10.5,10.5,126,Yes
